"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"b38","Grade","SEO/HEO",0.34,"B38","I am satisfied with the total benefits package",68329,"",FALSE
"b38","Grade","G6/G7",0.41,"B38","I am satisfied with the total benefits package",27956,"",FALSE
"b38","Grade","SCS",0.38,"B38","I am satisfied with the total benefits package",4193,"",FALSE
"b38","Country usually work in","England",0.32,"B38","I am satisfied with the total benefits package",210200,"H01",FALSE
"b38","Country usually work in","Scotland",0.31,"B38","I am satisfied with the total benefits package",25648,"H01",FALSE
"b38","Country usually work in","Wales",0.41,"B38","I am satisfied with the total benefits package",18642,"H01",FALSE
"b38","Country usually work in","Northern Ireland",0.32,"B38","I am satisfied with the total benefits package",1476,"H01",FALSE
"b38","Country usually work in","Overseas",0.35,"B38","I am satisfied with the total benefits package",12861,"H01",FALSE
"b38","Region of England usually work in","East Midlands",0.33,"B38","I am satisfied with the total benefits package",12102,"H1A",FALSE
"b38","Region of England usually work in","East of England",0.32,"B38","I am satisfied with the total benefits package",11063,"H1A",FALSE
"b38","Region of England usually work in","London",0.3,"B38","I am satisfied with the total benefits package",51504,"H1A",FALSE
"b38","Region of England usually work in","North East England",0.34,"B38","I am satisfied with the total benefits package",18532,"H1A",FALSE
"b38","Region of England usually work in","North West England",0.34,"B38","I am satisfied with the total benefits package",28406,"H1A",FALSE
"b38","Region of England usually work in","South East England",0.31,"B38","I am satisfied with the total benefits package",25591,"H1A",FALSE
"b38","Region of England usually work in","South West England",0.33,"B38","I am satisfied with the total benefits package",27808,"H1A",FALSE
"b38","Region of England usually work in","West Midlands",0.32,"B38","I am satisfied with the total benefits package",15854,"H1A",FALSE
"b38","Region of England usually work in","Yorkshire and the Humber",0.33,"B38","I am satisfied with the total benefits package",17330,"H1A",FALSE
"b38","Time in current job","Less than 1 year",0.39,"B38","I am satisfied with the total benefits package",58890,"H02",FALSE
"b38","Time in current job","1 year but less than 3 years",0.35,"B38","I am satisfied with the total benefits package",61428,"H02",FALSE
"b38","Time in current job","3 years but less than 5 years",0.32,"B38","I am satisfied with the total benefits package",38332,"H02",FALSE
"b38","Time in current job","5 years but less than 10 years",0.29,"B38","I am satisfied with the total benefits package",53962,"H02",FALSE
"b38","Time in current job","10 years or more",0.27,"B38","I am satisfied with the total benefits package",53584,"H02",FALSE
"b38","Time in organisation (or predecessor)","Less than 1 year",0.44,"B38","I am satisfied with the total benefits package",16436,"H03",FALSE
"b38","Time in organisation (or predecessor)","1 year but less than 3 years",0.37,"B38","I am satisfied with the total benefits package",17550,"H03",FALSE
"b38","Time in organisation (or predecessor)","3 years but less than 5 years",0.33,"B38","I am satisfied with the total benefits package",20460,"H03",FALSE
"b38","Time in organisation (or predecessor)","5 years but less than 10 years",0.32,"B38","I am satisfied with the total benefits package",48419,"H03",FALSE
"b38","Time in organisation (or predecessor)","10 years or more",0.31,"B38","I am satisfied with the total benefits package",147675,"H03",FALSE
"b38","Time in Civil Service","Less than 1 year",0.44,"B38","I am satisfied with the total benefits package",14876,"H04",FALSE
"b38","Time in Civil Service","1 year but less than 3 years",0.38,"B38","I am satisfied with the total benefits package",12249,"H04",FALSE
"b38","Time in Civil Service","3 years but less than 5 years",0.33,"B38","I am satisfied with the total benefits package",17299,"H04",FALSE
"b38","Time in Civil Service","5 years but less than 10 years",0.33,"B38","I am satisfied with the total benefits package",44849,"H04",FALSE
"b38","Time in Civil Service","10 years or more",0.31,"B38","I am satisfied with the total benefits package",154217,"H04",FALSE
"b38","Manager status","Non-manager",0.31,"B38","I am satisfied with the total benefits package",185009,"H05",FALSE
"b38","Manager status","Manager",0.37,"B38","I am satisfied with the total benefits package",81009,"H05",FALSE
"b38","Working pattern","Full-time",0.31,"B38","I am satisfied with the total benefits package",216469,"H06",FALSE
"b38","Working pattern","Part-time",0.37,"B38","I am satisfied with the total benefits package",50954,"H06",FALSE
"b38","Working pattern","Job-share",0.38,"B38","I am satisfied with the total benefits package",821,"H06",FALSE
"b38","Employment status","Permanent contract",0.32,"B38","I am satisfied with the total benefits package",251751,"H07",FALSE
"b38","Employment status","Fixed term contract",0.4,"B38","I am satisfied with the total benefits package",9840,"H07",FALSE
"b38","Employment status","Loaned from other CS organisation",0.43,"B38","I am satisfied with the total benefits package",2270,"H07",FALSE
"b38","Employment status","Temporary/agency worker",0.22,"B38","I am satisfied with the total benefits package",2435,"H07",FALSE
"b38","Employment status","Contractor/freelancer",0.34,"B38","I am satisfied with the total benefits package",1167,"H07",FALSE
"b38","Employment status","Secondee from outside CS",0.43,"B38","I am satisfied with the total benefits package",1185,"H07",FALSE
"b38","Occupation of main role - major groups","Operations",0.32,"B38","I am satisfied with the total benefits package",158154,"H08",FALSE
"b38","Occupation of main role - major groups","Corporate Services",0.36,"B38","I am satisfied with the total benefits package",47213,"H08",FALSE
"b38","Occupation of main role - major groups","Policy",0.35,"B38","I am satisfied with the total benefits package",17102,"H08",FALSE
"b38","Occupation of main role - major groups","Specialist services",0.34,"B38","I am satisfied with the total benefits package",27836,"H08",FALSE
"b38","Occupation of main role - major groups","Other",0.27,"B38","I am satisfied with the total benefits package",14756,"H08",FALSE
"b38","Development scheme","Not on a development scheme",0.32,"B38","I am satisfied with the total benefits package",255315,"H09",FALSE
"b38","Development scheme","Civil Service Fast Stream schemes",0.45,"B38","I am satisfied with the total benefits package",2285,"H09",FALSE
"b38","Development scheme","Other development scheme",0.42,"B38","I am satisfied with the total benefits package",5666,"H09",FALSE
"b38","Sex","Male",0.29,"B38","I am satisfied with the total benefits package",113109,"J01",FALSE
"b38","Sex","Female",0.39,"B38","I am satisfied with the total benefits package",125295,"J01",FALSE
"b38","Age","Aged 16-34",0.39,"B38","I am satisfied with the total benefits package",52923,"J02",FALSE
"b38","Age","Aged 35-44",0.35,"B38","I am satisfied with the total benefits package",60476,"J02",FALSE
"b38","Age","Aged 45-54",0.32,"B38","I am satisfied with the total benefits package",79941,"J02",FALSE
"b38","Age","Aged 55+",0.31,"B38","I am satisfied with the total benefits package",40346,"J02",FALSE
"b38","Ethnicity - binary","White",0.35,"B38","I am satisfied with the total benefits package",216883,"J03",FALSE
"b38","Ethnicity - binary","BME",0.3,"B38","I am satisfied with the total benefits package",22776,"J03",FALSE
"b38","Ethnicity - major group","White",0.35,"B38","I am satisfied with the total benefits package",216883,"J03",FALSE
"b38","Ethnicity - major group","Mixed",0.34,"B38","I am satisfied with the total benefits package",3319,"J03",FALSE
"b38","Ethnicity - major group","Asian",0.3,"B38","I am satisfied with the total benefits package",11620,"J03",FALSE
"b38","Ethnicity - major group","Black",0.28,"B38","I am satisfied with the total benefits package",6511,"J03",FALSE
"b38","Ethnicity - major group","Other ethnic group",0.36,"B38","I am satisfied with the total benefits package",1326,"J03",FALSE
"b38","Long-term health","No long-term limiting illness or condition",0.34,"B38","I am satisfied with the total benefits package",227203,"J04",FALSE
"b38","Long-term health","Long-term limiting illness or condition",0.26,"B38","I am satisfied with the total benefits package",20700,"J04",FALSE
"b38","Caring status","Not a carer",0.35,"B38","I am satisfied with the total benefits package",194596,"J05",FALSE
"b38","Caring status","Carer for others",0.3,"B38","I am satisfied with the total benefits package",56905,"J05",FALSE
"b38","Childcare status","No childcare responsibilities",0.33,"B38","I am satisfied with the total benefits package",165273,"J06",FALSE
"b38","Childcare status","Has childcare responsibilities",0.34,"B38","I am satisfied with the total benefits package",85962,"J06",FALSE
"b38","Sexual identity","Heterosexual/straight",0.34,"B38","I am satisfied with the total benefits package",223402,"J07",FALSE
"b38","Sexual identity","Gay, lesbian or bisexual",0.32,"B38","I am satisfied with the total benefits package",7524,"J07",FALSE
"b38","Sexual identity","Other",0.26,"B38","I am satisfied with the total benefits package",1541,"J07",FALSE
"b38","Religious identity","No religion",0.34,"B38","I am satisfied with the total benefits package",84120,"J08",FALSE
"b38","Religious identity","Christian",0.35,"B38","I am satisfied with the total benefits package",131231,"J08",FALSE
"b38","Religious identity","Buddhist",0.3,"B38","I am satisfied with the total benefits package",1389,"J08",FALSE
"b38","Religious identity","Hindu",0.27,"B38","I am satisfied with the total benefits package",3539,"J08",FALSE
"b38","Religious identity","Jewish",0.27,"B38","I am satisfied with the total benefits package",815,"J08",FALSE
"b38","Religious identity","Muslim",0.33,"B38","I am satisfied with the total benefits package",5725,"J08",FALSE
"b38","Religious identity","Sikh",0.28,"B38","I am satisfied with the total benefits package",1433,"J08",FALSE
"b38","Religious identity","Any other religion",0.26,"B38","I am satisfied with the total benefits package",4221,"J08",FALSE
"b39","Grade","AO/AA",0.25,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",77720,"",FALSE
"b39","Grade","EO",0.25,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",72857,"",FALSE
"b39","Grade","SEO/HEO",0.27,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",68329,"",FALSE
"b39","Grade","G6/G7",0.33,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",27956,"",FALSE
"b39","Grade","SCS",0.29,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",4193,"",FALSE
"b39","Country usually work in","England",0.26,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",210200,"H01",FALSE
"b39","Country usually work in","Scotland",0.25,"B39","Compared to people doing a similar job in other organisations I feel my pay is reasonable",25648,"H01",FALSE
